	m_hilicp_0000	m_hilicp_0003	m_hilicp_0004	m_hilicp_0005	m_hilicp_0006	m_hilicp_0010	m_hilicp_0011	m_hilicp_0013	m_hilicp_0017	m_hilicp_0021	m_hilicp_0022	m_hilicp_0023	m_hilicp_0024	m_hilicp_0026	m_hilicp_0029	m_hilicp_0030	m_hilicp_0033	m_hilicp_0035	m_hilicp_0036	m_hilicp_0042	m_hilicp_0043	m_hilicp_0046	m_hilicp_0047	m_hilicp_0048	m_hilicp_0049	m_hilicp_0051	m_hilicp_0055	m_hilicp_0056	m_hilicp_0057	m_hilicp_0058	m_hilicp_0060	m_hilicp_0061	m_hilicp_0064	m_hilicp_0065	m_hilicp_0069	m_hilicp_0071	m_hilicp_0072	m_hilicp_0074	m_hilicp_0075	m_hilicp_0076	m_hilicp_0077	m_hilicp_0078	m_hilicp_0079	m_hilicp_0080	m_hilicp_0082	m_hilicp_0084	m_hilicp_0085	m_hilicp_0087	m_hilicp_0088	m_hilicp_0090	m_hilicp_0091	m_hilicp_0092	m_hilicp_0093	m_hilicp_0095	m_hilicp_0096	m_hilicp_0097	m_hilicp_0098	m_hilicp_0099	m_hilicp_0100	m_hilicp_0101	m_hilicp_0102	m_hilicp_0104	m_hilicp_0107	m_hilicp_0113	m_hilicp_0116	m_hilicp_0120	m_hilicp_0121	m_hilicp_0123	m_hilicp_0124	m_hilicp_0125	m_hilicp_0127	m_hilicp_0129	m_hilicp_0131	m_hilicp_0132	m_hilicp_0134	m_hilicp_0137	m_hilicp_0138	m_hilicp_0139	m_hilicp_0141	m_hilicp_0142	m_hilicp_0145	m_hilicp_0146	m_hilicp_0149	m_hilicp_0152	m_hilicp_0154	m_hilicp_0155	m_hilicp_0158	m_hilicp_0160	m_hilicp_0161	m_hilicp_0164	m_hilicp_0165	m_hilicp_0168	m_hilicp_0169	m_hilicp_0176	m_hilicp_0180	m_hilicp_0184	m_hilicp_0185	m_hilicp_0187	m_hilicp_0188	m_hilicp_0189	m_hilicp_0190	m_hilicp_0192	m_hilicp_0193	m_hilicp_0194	m_hilicp_0195	m_hilicp_0197	m_hilicp_0200	m_hilicp_0204	m_hilicp_0205	m_hilicp_0206	m_hilicp_0207	m_hilicp_0210	m_hilicp_0211	m_hilicp_0212	m_hilicp_0215	m_hilicp_0223	m_hilicp_0225	m_hilicp_0227	m_hilicp_0229	m_hilicp_0230	m_hilicp_0231	m_hilicp_0235	m_hilicp_0236	m_hilicp_0237	m_hilicp_0238	m_hilicp_0241	m_hilicp_0242	m_hilicp_0244	m_hilicp_0247	m_hilicp_0253	m_hilicp_0255	m_hilicp_0256	m_hilicp_0259	m_hilicp_0264	m_hilicp_0265	m_hilicp_0267	m_hilicp_0270	m_hilicp_0271	m_hilicp_0272	m_hilicp_0273	m_hilicp_0278	m_hilicp_0279	m_hilicp_0291	m_hilicp_0292	m_hilicp_0293	m_hilicp_0295	m_hilicp_0305	m_hilicp_0306	m_hilicp_0310	m_hilicp_0312	m_hilicp_0315	m_hilicp_0316	m_hilicp_0318	m_hilicp_0321	m_hilicp_0322	m_hilicp_0326	m_hilicp_0332	m_hilicp_0338	m_hilicp_0347	m_hilicp_0353	m_hilicp_0356	m_hilicp_0357	m_hilicp_0358	m_hilicp_0359	m_hilicp_0360	m_hilicp_0361	m_hilicp_0362	m_hilicp_0363	m_hilicp_0364	m_hilicp_0365	m_hilicp_0366	m_hilicp_0367
s03418			18330306.0	47036.0				1475986.0						32745.0		1192342.0					461785.0					16395231.0	12407688.0		1413447.0		551225					41967.0		1233553.0	326466.0						24483.0			175398.0							1593		1924596					80859.0														24099.0		40929.0			11258127						3703386		89724.0					39353.0							79163.0		11344.0	105.0								509	1765495			19117.0			34033.0						2454.0	7463.0	34664.0		163.0			29440.0	0.0						25069.0														1454.0	0.0					33.0				340308.0		124284.0	139640.0	193782	117595		130126.0	192421.0	
s03411			21180814.0	62652.0				1832255.0						35132.0		1231749.0					685069.0					11948828.0	12186936.0		1781747.0		233					33632.0		1302141.0	432299.0						21763.0			168405.0							100507		2440756					97417.0														26835.0		54572.0			12496327						4311969		75709.0					64746.0							93461.0		11902.0	673.0								21061	1836285			19726.0			57943.0						6655.0	24443.0	15038.0		150.0			2217.0	0.0						25401.0														4999.0	0.0					186.0				459085.0		133391.0	150090.0	207281	124752		339563.0	193582.0	
s03372			18875.0	16335.0				18875.0						0.0		1201.0					3013.0					1511.0	702376.0		830.0		370					406.0		1803.0	160.0						876.0			254.0							501		5757					113.0														0.0		0.0			6484						57102		2351.0					150.0							0.0		0.0	1618.0								486	2008			127.0			106.0						0.0	0.0	0.0		0.0			160.0	123.0						0.0														0.0	0.0					0.0				120.0		0.0	652.0	0	0		0.0	111.0	
s03405			19537246.0	68455.0				1289261.0						40738.0		1387963.0					569914.0					13065740.0	14177287.0		1623814.0		320388					50786.0		1522897.0	8888.0						6259.0			336174.0							168202		2456946					92351.0														23334.0		61844.0			10109205						4354920		88605.0					42080.0							89431.0		14139.0	109.0								18439	1731273			19521.0			38711.0						13657.0	21854.0	253.0		29685.0			665.0	375.0						28134.0														17718.0	6947.0					1428.0				310507.0		136222.0	139402.0	205895	122888		128560.0	202755.0	
s03406			18195598.0	73292.0				1255865.0						43541.0		1435446.0					554332.0					12553547.0	14085187.0		1752886.0		593996					51349.0		1527664.0	9370.0						24117.0			353126.0							183842		2592409					107338.0														28836.0		62376.0			10661399						4470732		91550.0					47873.0							91081.0		14932.0	237.0								20711	1806546			19256.0			36851.0						13124.0	23411.0	620.0		32092.0			550.0	227.0						30130.0														20750.0	8410.0					646.0				313322.0		127368.0	125933.0	194130	114218		112070.0	176144.0	
s03404			16587368.0	69289.0				1185018.0						38122.0		1368522.0					518090.0					13033947.0	13677561.0		1578961.0		333265					47499.0		1547814.0	7761.0						23077.0			308783.0							158652		2434512					84249.0														66423.0		63623.0			9777680						4313740		85472.0					50015.0							83481.0		13791.0	0.0								22957	1692379			17999.0			33484.0						13146.0	21876.0	1239.0		24581.0			391.0	387.0						25824.0														18912.0	7376.0					29.0				312320.0		141041.0	130758.0	208243	124060		142124.0	205143.0	
s03388			15926637.0	72443.0				1072346.0						41888.0		1474242.0					464390.0					12692532.0	14264052.0		1354326.0		337435					60815.0		1702480.0	9703.0						7205.0			150453.0							61840		2846775					88975.0														26043.0		80818.0			11098066						4594335		90531.0					40820.0							112451.0		18180.0	132.0								17338	1913521			17953.0			30049.0						39796.0	21353.0	2175.0		8382.0			3613.0	4328.0						25363.0														12109.0	21943.0					221.0				309694.0		140329.0	136247.0	208976	122593		161547.0	210604.0	
s03400			20623910.0	53113.0				1706534.0						22555.0		1075836.0					437109.0					16601174.0	13079703.0		1282050.0		248					37704.0		1364896.0	239781.0						21620.0			349074.0							26835		1974155					54140.0														28479.0		37561.0			12130935						3930424		71597.0					48445.0							85951.0		12561.0	11252.0								9215	1901375			17372.0			60993.0						1078.0	19154.0	105.0		125.0			46159.0	0.0						25336.0														1986.0	0.0					1220.0				443191.0		123656.0	135929.0	208342	118915		116740.0	185742.0	
s03419			74463.0	12974.0				10498.0						0.0		4399.0					4042.0					3060.0	571789.0		8253.0		1095					416.0		1181.0	1441.0						725.0			774.0							320		24992					4180.0														0.0		877.0			28277						73348		1328.0					131.0							0.0		0.0	893.0								207	2087			116.0			245.0						106.0	0.0	0.0		0.0			0.0	103.0						0.0														0.0	0.0					0.0				869.0		0.0	685.0	0	0		0.0	261.0	
s03389			18199212.0	73218.0				1221078.0						42704.0		1443656.0					478400.0					12490716.0	14350318.0		1762917.0		228028					57855.0		1720056.0	9028.0						26964.0			137491.0							64311		2788962					86239.0														25992.0		78047.0			10945424						4549806		92381.0					37072.0							108221.0		17831.0	568.0								14761	1857442			17330.0			32203.0						32996.0	20400.0	1496.0		8501.0			2600.0	4391.0						26359.0														12546.0	19520.0					345.0				313955.0		142398.0	145544.0	196983	119323		146345.0	206725.0	
s03407			22204298.0	60340.0				1507250.0						39020.0		1199338.0					75936.0					17014522.0	12988967.0		1455274.0		905939					37948.0		1243085.0	353447.0						27885.0			355821.0							105920		1912595					97792.0														44136.0		41841.0			9915760						3793380		83588.0					23575.0							75387.0		12081.0	152.0								17718	1715675			19839.0			40063.0						847.0	18660.0	15057.0		1546.0			65225.0	24262.0						28277.0														0.0	146.0					1153.0				379377.0		131328.0	142978.0	192133	100664		125445.0	201496.0	
s03417			18317716.0	50860.0				1442673.0						28535.0		1162644.0					438920.0					16259494.0	12627288.0		1424816.0		640915					41267.0		1257944.0	326086.0						23636.0			342886.0							2440		1970122					84746.0														52821.0		41198.0			11213469						3724600		84649.0					38557.0							77667.0		11276.0	0.0								782	1781894			18610.0			30059.0						2777.0	9298.0	31676.0		116.0			29829.0	0.0						25834.0														816.0	0.0					1073.0				335449.0		123642.0	125589.0	188522	116640		138715.0	193127.0	
s03395			18676134.0	53018.0				2839630.0						32509.0		955964.0					526139.0					16142586.0	13434343.0		1157202.0		739538					34936.0		1215134.0	330650.0						24728.0			330798.0							11321		1837752					105165.0														32158.0		32396.0			11233493						3671390		67846.0					56171.0							73445.0		9409.0	376.0								1960	1849968			19474.0			70930.0						157.0	22866.0	50885.0		287.0			64163.0	327546.0						27203.0														8282.0	2637.0					344.0				309229.0		124691.0	135980.0	209103	121030		153789.0	188408.0	
s03391			6859898.0	66407.0				4408802.0						36267.0		1480247.0					604564.0					12643766.0	13109381.0		1703636.0		324556					17361.0		1884062.0	264358.0						20407.0			163744.0							253697		3025871					104154.0														5911.0		82378.0			6090280						4786198		96168.0					56410.0							108542.0		21563.0	106.0								6798	1504698			17005.0			32679.0						25517.0	21182.0	362.0		36963.0			412.0	342.0						23831.0														10971.0	3200.0					5362.0				241016.0		46069.0	123943.0	158716	103626		192444.0	112561.0	
s03408			19668974.0	58217.0				1515936.0						40618.0		1250267.0					70642.0					17136860.0	12987680.0		1472169.0		924792					34931.0		1238442.0	390275.0						28262.0			354364.0							104481		1901721					99153.0														16313.0		42658.0			9895868						3848651		82867.0					25416.0							81506.0		13083.0	105.0								20232	1723158			21096.0			41579.0						1345.0	21498.0	19220.0		2257.0			63711.0	35520.0						26936.0														123.0	0.0					0.0				373531.0		126258.0	144517.0	174452	105063		127626.0	197542.0	
s03379			12015208.0	67275.0				1157086.0						35645.0		1303616.0					480482.0					12721519.0	13140420.0		1294124.0		258551					51693.0		1636188.0	30199.0						25415.0			291033.0							23232		2938713					94277.0														18313.0		84797.0			11133930						4873822		93277.0					46916.0							101453.0		15488.0	655.0								4854	1803310			20468.0			33563.0						16365.0	20609.0	3889.0		48583.0			10670.0	3669.0						28329.0														11521.0	33105.0					15711.0				231962.0		137490.0	139091.0	203694	126553		207995.0	191342.0	
s03386			23701972.0	80390.0				2324053.0						34676.0		1199714.0					828110.0					8667503.0	29262184.0		1865439.0		527832					51533.0		931273.0	497786.0						74497.0			21128.0							9938		2513785					369138.0														4733.0		24801.0			14000074						3383910		72527.0					159351.0							236070.0		8454.0	378.0								188	2202351			42101.0			42940.0						229.0	29084.0	70467.0		258.0			42648.0	109153.0						23320.0														6519.0	5297.0					26.0				136797.0		94833.0	107705.0	180689	99783		49775.0	142046.0	
s03401			23300532.0	73718.0				1635208.0						45248.0		1355627.0					459769.0					11320971.0	13546885.0		2026744.0		341579					45173.0		1658773.0	9950.0						6087.0			138127.0							88850		3181248					99097.0														26227.0		84603.0			11307033						5008602		91246.0					47547.0							128612.0		18590.0	376.0								11495	2004102			18819.0			28741.0						50525.0	23348.0	1123.0		202.0			1266.0	5265.0						26175.0														17378.0	24988.0					2854.0				447842.0		143279.0	151618.0	206660	126524		251785.0	216996.0	
s03396			64679.0	12952.0				9143.0						0.0		3509.0					6570.0					2957.0	599615.0		8307.0		1797					637.0		728.0	444.0						751.0			580.0							469		26605					9429.0														0.0		666.0			32267						70314		827.0					1173.0							146.0		0.0	899.0								334	2149			235.0			279.0						0.0	0.0	0.0		0.0			103.0	162.0						0.0														0.0	0.0					0.0				2740.0		0.0	112.0	0	0		108.0	127.0	
s03399			20659970.0	54145.0				1793272.0						16116.0		1067013.0					439670.0					16650617.0	12957675.0		1273432.0		105					33511.0		1342462.0	243274.0						22591.0			322897.0							31709		1997692					99052.0														27904.0		37817.0			12042358						3980376		71179.0					48241.0							89951.0		10254.0	13926.0								10606	1902560			20305.0			62055.0						1451.0	20615.0	0.0		136.0			43536.0	0.0						24968.0														1706.0	0.0					104.0				424802.0		127968.0	138307.0	203054	121180		121201.0	182975.0	
s03375			17500.0	47334.0				9500.0						125.0		2255.0					4533.0					2997.0	578739.0		6167.0		103					682.0		1364.0	438.0						966.0			731.0							651		19111					7737.0														135.0		475.0			6432						80810		2210.0					214.0							491.0		0.0	1542.0								515	2173			581.0			246.0						112.0	0.0	0.0		0.0			221.0	103.0						0.0														0.0	0.0					0.0				846.0		0.0	778.0	0	0		120.0	186.0	
s03378			19028162.0	50622.0				1510546.0						32149.0		1040717.0					372503.0					16556090.0	13659475.0		1223440.0		512591					43970.0		1306718.0	319277.0						27836.0			185288.0							2684		2063802					81386.0														25458.0		44757.0			11505100						3871217		89975.0					32246.0							76336.0		11693.0	240.0								775	1871215			20239.0			37583.0						3290.0	8143.0	34429.0		0.0			32775.0	0.0						29129.0														635.0	165.0					130.0				327845.0		127265.0	142559.0	204893	125148		165650.0	199324.0	
s03385			22765744.0	86370.0				2036637.0						34021.0		1159112.0					914086.0					8599514.0	16419953.0		1853558.0		536482					50731.0		950807.0	503118.0						74566.0			22938.0							10570		2535228					352944.0														2256.0		26140.0			13822933						3334430		69591.0					115601.0							230846.0		8147.0	500.0								325	2163718			38916.0			41896.0						370.0	29390.0	40274.0		1083.0			42475.0	385951.0						23579.0														6233.0	5386.0					95.0				153365.0		101556.0	111608.0	173309	105820		48305.0	154622.0	
s03390			17771252.0	77658.0				1395664.0						46844.0		1544930.0					535574.0					11891728.0	15131572.0		1991420.0		293998					61716.0		1759073.0	9568.0						26751.0			152932.0							72064		3118613					110589.0														28070.0		80164.0			11532967						4825102		102418.0					46839.0							119735.0		18961.0	0.0								15554	1981003			18257.0			31679.0						25479.0	22559.0	2695.0		11191.0			4749.0	4222.0						28038.0														13900.0	23173.0					485.0				319320.0		137520.0	140644.0	193042	119955		136790.0	200873.0	
s03420			22213976.0	123266.0				1602986.0						32611.0		1309607.0					431634.0					13631605.0	12285656.0		1544071.0		295261					40882.0		1529963.0	230151.0						22323.0			299111.0							53000		2338448					89766.0														44880.0		55758.0			11796823						4044534		114498.0					48073.0							87913.0		14077.0	1990.0								17027	1831888			24172.0			43790.0						11513.0	18038.0	9961.0		21836.0			22984.0	2706.0						26238.0														7052.0	9130.0					5061.0				399684.0		133483.0	150940.0	190549	118412		343633.0	202112.0	
s03397			22471988.0	47332.0				1523790.0						28821.0		1006327.0					526319.0					16770506.0	13863737.0		1148663.0		898824					38588.0		1191226.0	338692.0						25896.0			324885.0							10964		1874790					103308.0														31216.0		27014.0			11655989						3745647		69300.0					44622.0							71678.0		10280.0	113.0								1738	1912492			22559.0			70497.0						704.0	22434.0	35684.0		0.0			64461.0	277845.0						27847.0														8798.0	2997.0					0.0				294561.0		120207.0	124819.0	194421	114959		124276.0	172896.0	
s03398			21650032.0	59321.0				1900302.0						19964.0		1134885.0					469383.0					16961472.0	13329622.0		1341583.0		275					39611.0		1379190.0	257840.0						24283.0			384329.0							33043		2107097					102337.0														27447.0		40640.0			12647062						4097484		74474.0					63432.0							91160.0		11459.0	12401.0								12115	2052172			19690.0			61499.0						897.0	24688.0	0.0		119.0			46406.0	0.0						25689.0														2065.0	0.0					557.0				415953.0		125149.0	134667.0	210398	128710		128587.0	193280.0	
s03382			23312808.0	82804.0				2083523.0						29291.0		1196678.0					789147.0					8087862.0	16475487.0		1808183.0		315436					54668.0		964698.0	452174.0						75200.0			21204.0							14818		2501964					390552.0														4527.0		24226.0			13967462						3337554		70338.0					117841.0							236670.0		9690.0	321.0								275	2169218			40249.0			41276.0						111.0	29294.0	54606.0		80029.0			43593.0	75855.0						15353.0														7320.0	4802.0					267.0				216583.0		102980.0	110614.0	176034	106727		50347.0	146268.0	
s03409			22648526.0	58001.0				1536508.0						43271.0		1211572.0					86343.0					17083740.0	13040457.0		1481826.0		869293					34409.0		1246610.0	380956.0						28633.0			178238.0							113771		1934076					95266.0														17649.0		43392.0			10149771						3838730		82117.0					23923.0							83306.0		12738.0	159.0								15297	1768776			19990.0			42306.0						958.0	21012.0	19609.0		1351.0			63732.0	38291.0						27993.0														0.0	0.0					0.0				365413.0		130105.0	144892.0	184571	115256		124492.0	191136.0	
s03413			21748388.0	1174792.0				1548419.0						26095.0		1042724.0					13171.0					8158486.0	10428464.0		1062739.0		3111					38141.0		1223823.0	115727.0						26224.0			126230.0							8483		1695702					110500.0														72001.0		36401.0			10917822						46748		7063.0					43685.0							73668.0		10343.0	140.0								24671	1613667			18481.0			54742.0						6921.0	20818.0	1202.0		0.0			58968.0	648.0						25311.0														3315.0	103.0					2306.0				358005.0		132274.0	135579.0	174572	111122		771590.0	188288.0	
s03384			23516092.0	80424.0				2206421.0						30071.0		1182042.0					903210.0					8170786.0	30590878.0		1872100.0		447736					52176.0		961299.0	491880.0						74923.0			20672.0							10682		2500194					390125.0														5816.0		24563.0			14062486						3321762		71110.0					109043.0							240747.0		8261.0	108.0								233	2177259			39280.0			41548.0						219.0	28451.0	40470.0		24505.0			45528.0	93819.0						23253.0														6056.0	5165.0					0.0				197464.0		100457.0	106485.0	177000	105369		47733.0	141795.0	
s03412			23897646.0	57581.0				1727816.0						32377.0		1164488.0					607472.0					11255613.0	12417669.0		1761224.0		329					36495.0		1317775.0	414600.0						22700.0			171920.0							93770		2334606					96129.0														18101.0		54259.0			12227795						4232335		76826.0					59819.0							89042.0		13029.0	145.0								20377	1781359			20186.0			55456.0						5219.0	22551.0	9505.0		108.0			1280.0	0.0						25160.0														4620.0	118.0					1390.0				463967.0		131746.0	147471.0	207743	121882		278432.0	199713.0	
s03414			22031018.0	1143540.0				1400800.0						27614.0		1070610.0					10996.0					7347433.0	8758303.0		1047217.0		2403					38103.0		1245740.0	132778.0						26094.0			128970.0							5933		1692676					95906.0														60614.0		39250.0			11157357						34813		11903.0					32145.0							79585.0		10165.0	251.0								21328	1651606			18258.0			58943.0						7417.0	23850.0	2832.0		280.0			57493.0	1247.0						25911.0														4153.0	0.0					569.0				356900.0		130434.0	131245.0	170347	111273		778419.0	196289.0	
s03381			14048559.0	72545.0				1165469.0						42904.0		1372541.0					546569.0					12619340.0	12995553.0		1399594.0		479006					54898.0		1613836.0	24795.0						28354.0			291260.0							16906		2987501					101751.0														41774.0		87779.0			11335878						4862736		85527.0					51180.0							113801.0		15748.0	126.0								4253	1658375			18877.0			34289.0						16764.0	18707.0	2678.0		43342.0			9502.0	3825.0						29550.0														13595.0	35774.0					15725.0				219470.0		136057.0	129187.0	196429	119985		176884.0	196733.0	
s03439		310.0	17576208.0	30357.0			5973400.0	1293087.0						32840.0		938961.0					18213.0					8755369.0	13538186.0		277344.0		1259			219.0		35896.0		888903.0	263711.0						24341.0									7553.0	4380		1737998					113064.0						12353.0		0.0					693.0			29711.0			10523909						3143891		5418.0					36820.0							78568.0	450.0	9540.0								0.0	6881	1691940			21442.0	13872.0	4932.0	66269.0						1327.0	3927.0	44372.0					1266.0	316360.0															11386.0					17574.0				132.0						154366.0	3380.0	120355.0	124048.0	187706	113352		128477.0	183200.0	
s03440		482.0	17719706.0	38615.0			5970741.0	1397976.0						24721.0		885611.0					301928.0					15829419.0	13130233.0		872944.0		11808			481.0		31647.0		838430.0	273641.0						26723.0									7359.0	7196		1705366					100277.0						11511.0		0.0					119.0			27547.0			10614646						3422618		13674.0					48153.0							74712.0	0.0	9879.0								0.0	6030	1681006			22504.0	16177.0	5052.0	62832.0						1397.0	5670.0	37079.0					16875.0	240567.0															7111.0					22765.0				0.0						106581.0	4414.0	120821.0	125748.0	193281	116316		121433.0	174699.0	
s03427		128.0	28889616.0	80726.0			8394413.0	2194790.0						29579.0		1233136.0					874180.0					7309200.0	26993684.0		1983446.0		104			0.0		50466.0		929338.0	352241.0						63137.0									841.0	15558		2733572					352009.0						11192.0		293.0					746.0			25405.0			14405946						3560261		74708.0					123509.0							219700.0	0.0	9273.0								0.0	4160	2170731			35529.0	14138.0	5417.0	41498.0						336.0	29700.0	36244.0					47671.0	0.0															14411.0					4211.0				0.0						221858.0	10894.0	98500.0	103016.0	198401	109769		54299.0	141988.0	
s03429		583.0	21745602.0	42962.0			5301420.0	1332567.0						29192.0		1015482.0					133373.0					17263184.0	12978710.0		1038230.0		1002			103.0		39727.0		866923.0	190622.0						22919.0									5917.0	4008		1971307					74674.0						13686.0		0.0					840.0			35366.0			11145962						3885866		69002.0					36191.0							82273.0	0.0	11524.0								0.0	0	1726958			23701.0	15327.0	7883.0	418.0						783.0	5176.0	14884.0					2334.0	107.0															4133.0					9280.0				0.0						257297.0	4522.0	116281.0	116233.0	217757	110952		92706.0	167548.0	
s03434		769.0	20526004.0	154022.0			6182846.0	1636900.0						37985.0		1057320.0					14179.0					716006.0	12558207.0		103971.0		131			378.0		36077.0		891576.0	306693.0						7559.0									9857.0	6116		1883211					86423.0						11419.0		111.0					1518.0			35493.0			11808054						3383311		8373.0					42479.0							87523.0	297.0	10322.0								0.0	10303	1850261			18965.0	14189.0	5910.0	66174.0						1349.0	5063.0	57684.0					111.0	99590.0															15941.0					14930.0				103.0						282180.0	4293.0	114429.0	112393.0	230615	119815		167479.0	164491.0	
s03438		7040.0	25701562.0	24980.0			5749230.0	4522150.0						8382.0		669311.0					23303.0					5842945.0	10713848.0		34891.0		1452			3407.0		14945.0		7813072.0	446331.0						20199.0									53594.0	33021		4184962					467388.0						77571.0		3899.0					6628.0			547.0			14220092						950737		2163.0					175528.0							113001.0	31701.0	43289.0								10974.0	41571	2842289			339711.0	134635.0	8482.0	2584119.0						22003.0	7416.0	42943.0					1569.0	38054.0															123845.0					13316.0				14189.0						130685.0	8294.0	57930.0	55951.0	171086	101346		1045917.0	83306.0	
s03443		809.0	17946926.0	42331.0			5862430.0	1430429.0						28087.0		840728.0					385269.0					17112736.0	13215506.0		867371.0		684190			128.0		38326.0		812199.0	303690.0						6327.0									6423.0	8769		1788289					84834.0						12368.0		0.0					133.0			27030.0			10650603						3489002		53179.0					38155.0							69297.0	107.0	9747.0								0.0	918	1705720			19924.0	12612.0	5426.0	62385.0						854.0	5654.0	36204.0					21565.0	56968.0															4391.0					22899.0				0.0						232139.0	4151.0	121067.0	126114.0	206625	121571		94733.0	169035.0	
s03433		4830.0	29985290.0	207866.0			5380352.0	2298781.0						6046.0		542016.0					613435.0					80617000.0	10416826.0		930036.0		4720			15075.0		13626.0		7725070.0	227160.0						20433.0									47590.0	4890		5737656					416454.0						79925.0		2953.0					5802.0			634.0			14315055						4056298		119022.0					147796.0							118261.0	631.0	45412.0								9840.0	5586	2905298			325992.0	89605.0	9974.0	5187.0						34387.0	10299.0	24620.0					2473.0	0.0															4141.0					16299.0				12840.0						131375.0	7723.0	51764.0	54058.0	178043	94698		1048366.0	73825.0	
s03432		24535.0	25034092.0	103176.0			3693607.0	1580880.0						13681.0		703652.0					415499.0					14593393.0	24292698.0		1328467.0		7605			3848.0		41915.0		940351.0	171830.0						28622.0									6541.0	11185		3287226					935340.0						4564.0		10038.0					14520.0			12392.0			11600320						3224430		73336.0					99651.0							227948.0	4666.0	10125.0								3049.0	1620	1536814			328711.0	75936.0	3853.0	394.0						26599.0	97088.0	45391.0					13461.0	111.0															19059.0					424.0				7735.0						134490.0	37188.0	104265.0	86000.0	135339	81917		1005017.0	122892.0	
s03447		17433.0	22583250.0	93776.0			3441504.0	1496717.0						14312.0		631366.0					530849.0					13393942.0	11131305.0		1152602.0		2806133			3677.0		36647.0		767760.0	370957.0						28244.0									6907.0	12097		2942211					940128.0						8164.0		10176.0					4291.0			11351.0			10927659						2894710		66140.0					121879.0							204836.0	637.0	8635.0								1464.0	9375	1503472			276067.0	103371.0	2858.0	38401.0						15491.0	82178.0	83425.0					32833.0	512180.0															9488.0					2758.0				14205.0						104220.0	37602.0	101706.0	87461.0	113435	71368		847343.0	128969.0	
s03446		4433.0	24976716.0	63324.0			5138878.0	2402303.0						5353.0		622744.0					606157.0					86130384.0	9584427.0		1262676.0		4793256			22008.0		13502.0		7083936.0	408982.0						23130.0									56501.0	3686		3715238					478439.0						14709.0		1790.0					6963.0			730.0			14088349						3961634		43807.0					220917.0							120459.0	1364.0	60988.0								10314.0	12339	2782085			250224.0	33569.0	3939.0	3005176.0						29837.0	9852.0	18748.0					7857.0	24943.0															69981.0					21996.0				12024.0						111029.0	11063.0	57588.0	53838.0	152149	93381		796840.0	79068.0	
s03444		179.0	21578398.0	72081.0			8152932.0	1944802.0						28172.0		1063387.0					752663.0					8119722.0	27976178.0		1685898.0		332170			0.0		44749.0		883699.0	419687.0						64264.0									1199.0	8819		2271101					422232.0						8285.0		0.0					137.0			22119.0			12973887						3035600		62959.0					113790.0							224132.0	0.0	8138.0								0.0	146	1979434			35947.0	13002.0	4521.0	39584.0						132.0	26304.0	58101.0					39425.0	345422.0															11404.0					4322.0				0.0						80996.0	14351.0	102054.0	111289.0	165368	100818		47754.0	158214.0	
s03452		681.0	58224.0	2200.0			7350.0	16856.0						0.0		1668.0					2055.0					9004.0	517761.0		2349.0		1984			300.0		542.0		4067.0	1092.0						946.0									140.0	119		11083					2405.0						101.0		0.0					127.0			104.0			18026						36251		0.0					394.0							346.0	394.0	0.0								103.0	418	3001			137.0	0.0	124.0	1697.0						111.0	0.0	0.0					0.0	254.0															0.0					0.0				2038.0						974.0	0.0	0.0	507.0	0	0		0.0	186.0	
s03431		266.0	28108834.0	80040.0			8520235.0	2077537.0						30682.0		1336484.0					48031.0					7817314.0	27301308.0		2142063.0		2281			115.0		51629.0		967290.0	147239.0						64657.0									1668.0	3168		2556514					387156.0						12211.0		124.0					992.0			25553.0			14012158						3538841		76145.0					99898.0							207423.0	215.0	10997.0								0.0	107	2073771			48063.0	20833.0	6744.0	553.0						310.0	34808.0	7366.0					9204.0	108.0															14930.0					343.0				0.0						230778.0	17240.0	103405.0	113080.0	198945	105213		61887.0	151554.0	
s03424		450.0	96986.0	18519.0			22171.0	6055.0						0.0		4557.0					4141.0					5651.0	665918.0		6556.0		1013			649.0		251.0		7126.0	427.0						424.0									118.0	501		44613					9832.0						113.0		101.0					0.0			386.0			37909						108834		348.0					817.0							128.0	260.0	0.0								0.0	223	3822			108.0	0.0	0.0	5112.0						0.0	0.0	0.0					0.0	117.0															0.0					0.0				5113.0						620.0	0.0	149.0	677.0	0	0		0.0	314.0	
s03421		0.0	19227.0	21213.0			20126.0	24724.0						0.0		5649.0					5083.0					1345.0	717812.0		5498.0		1068			421.0		749.0		1254.0	324.0						420.0									130.0	118		31321					7309.0						0.0		0.0					299.0			919.0			13484						70287		1174.0					141.0							101.0	438.0	0.0								0.0	243	1346			118.0	128.0	131.0	0.0						146.0	0.0	0.0					0.0	0.0															0.0					0.0				6856.0						1081.0	0.0	0.0	175.0	0	0		0.0	151.0	
s03451		373.0	66767.0	6532.0			10132.0	22450.0						0.0		2056.0					2460.0					14302.0	163274.0		5316.0		1451			1163.0		283.0		5283.0	1068.0						616.0									108.0	145		27863					7401.0						114.0		0.0					0.0			0.0			24894						53211		383.0					1768.0							357.0	209.0	0.0								104.0	623	2227			284.0	121.0	302.0	5674.0						118.0	169.0	0.0					0.0	446.0															0.0					0.0				1607.0						760.0	0.0	149.0	564.0	0	0		0.0	326.0	
