	m_c18p_0000	m_c18p_0001	m_c18p_0003	m_c18p_0005	m_c18p_0006	m_c18p_0007	m_c18p_0008	m_c18p_0009	m_c18p_0011	m_c18p_0012	m_c18p_0013	m_c18p_0014	m_c18p_0015	m_c18p_0017	m_c18p_0018	m_c18p_0019	m_c18p_0020	m_c18p_0021	m_c18p_0022	m_c18p_0023	m_c18p_0025	m_c18p_0026	m_c18p_0027	m_c18p_0028	m_c18p_0029	m_c18p_0030	m_c18p_0031	m_c18p_0032	m_c18p_0035	m_c18p_0037	m_c18p_0038	m_c18p_0039	m_c18p_0041	m_c18p_0042	m_c18p_0043	m_c18p_0044	m_c18p_0046	m_c18p_0047	m_c18p_0049	m_c18p_0050	m_c18p_0052	m_c18p_0053	m_c18p_0055	m_c18p_0056	m_c18p_0060	m_c18p_0064	m_c18p_0065	m_c18p_0067	m_c18p_0068	m_c18p_0069	m_c18p_0070	m_c18p_0072	m_c18p_0076	m_c18p_0080	m_c18p_0081	m_c18p_0082	m_c18p_0083	m_c18p_0084	m_c18p_0091	m_c18p_0093	m_c18p_0094	m_c18p_0098	m_c18p_0100	m_c18p_0102	m_c18p_0103	m_c18p_0105	m_c18p_0107	m_c18p_0108	m_c18p_0111	m_c18p_0112	m_c18p_0113	m_c18p_0114	m_c18p_0115	m_c18p_0117	m_c18p_0118	m_c18p_0119	m_c18p_0120	m_c18p_0121	m_c18p_0124	m_c18p_0125	m_c18p_0126	m_c18p_0129	m_c18p_0131	m_c18p_0133	m_c18p_0134	m_c18p_0135	m_c18p_0136	m_c18p_0137	m_c18p_0139	m_c18p_0140	m_c18p_0142	m_c18p_0146	m_c18p_0147	m_c18p_0149	m_c18p_0152	m_c18p_0154	m_c18p_0158	m_c18p_0159	m_c18p_0160	m_c18p_0161	m_c18p_0162	m_c18p_0163	m_c18p_0164	m_c18p_0170	m_c18p_0172	m_c18p_0174	m_c18p_0176	m_c18p_0177	m_c18p_0178	m_c18p_0179	m_c18p_0186	m_c18p_0189	m_c18p_0190	m_c18p_0195	m_c18p_0197	m_c18p_0199	m_c18p_0202	m_c18p_0204	m_c18p_0207	m_c18p_0209	m_c18p_0210	m_c18p_0213	m_c18p_0216	m_c18p_0217	m_c18p_0219	m_c18p_0220	m_c18p_0222	m_c18p_0223	m_c18p_0226	m_c18p_0232	m_c18p_0233	m_c18p_0234	m_c18p_0242	m_c18p_0245	m_c18p_0246	m_c18p_0249	m_c18p_0253	m_c18p_0255	m_c18p_0259	m_c18p_0263	m_c18p_0265	m_c18p_0267	m_c18p_0269	m_c18p_0270	m_c18p_0272	m_c18p_0274	m_c18p_0276	m_c18p_0278	m_c18p_0279	m_c18p_0280	m_c18p_0281	m_c18p_0283	m_c18p_0285	m_c18p_0286	m_c18p_0288	m_c18p_0290	m_c18p_0291	m_c18p_0301	m_c18p_0309	m_c18p_0311	m_c18p_0312	m_c18p_0314	m_c18p_0316	m_c18p_0319	m_c18p_0320	m_c18p_0322	m_c18p_0323	m_c18p_0324	m_c18p_0326	m_c18p_0327	m_c18p_0328	m_c18p_0329	m_c18p_0330	m_c18p_0332	m_c18p_0333	m_c18p_0342	m_c18p_0343	m_c18p_0348	m_c18p_0349	m_c18p_0353	m_c18p_0354	m_c18p_0355	m_c18p_0360	m_c18p_0361	m_c18p_0364	m_c18p_0365	m_c18p_0366	m_c18p_0369	m_c18p_0371	m_c18p_0372	m_c18p_0374	m_c18p_0375	m_c18p_0376	m_c18p_0377	m_c18p_0378	m_c18p_0379	m_c18p_0380	m_c18p_0381	m_c18p_0383	m_c18p_0384	m_c18p_0385	m_c18p_0387	m_c18p_0388	m_c18p_0390	m_c18p_0391	m_c18p_0392	m_c18p_0397	m_c18p_0398	m_c18p_0399	m_c18p_0400	m_c18p_0401	m_c18p_0402	m_c18p_0403	m_c18p_0405	m_c18p_0408	m_c18p_0410	m_c18p_0417	m_c18p_0418	m_c18p_0419	m_c18p_0421	m_c18p_0422	m_c18p_0423	m_c18p_0424	m_c18p_0426	m_c18p_0428	m_c18p_0429	m_c18p_0430	m_c18p_0432	m_c18p_0433	m_c18p_0438	m_c18p_0440	m_c18p_0442	m_c18p_0443	m_c18p_0445	m_c18p_0449	m_c18p_0453	m_c18p_0454	m_c18p_0456	m_c18p_0460	m_c18p_0461	m_c18p_0462	m_c18p_0464	m_c18p_0466	m_c18p_0469	m_c18p_0472	m_c18p_0474	m_c18p_0480	m_c18p_0481	m_c18p_0482	m_c18p_0483	m_c18p_0485	m_c18p_0491	m_c18p_0495	m_c18p_0496	m_c18p_0498	m_c18p_0503	m_c18p_0504	m_c18p_0508	m_c18p_0509	m_c18p_0510	m_c18p_0514	m_c18p_0516	m_c18p_0518	m_c18p_0521	m_c18p_0533	m_c18p_0535	m_c18p_0544	m_c18p_0551	m_c18p_0554	m_c18p_0555	m_c18p_0556	m_c18p_0557	m_c18p_0558	m_c18p_0559	m_c18p_0560	m_c18p_0561	m_c18p_0562	m_c18p_0563	m_c18p_0564	m_c18p_0565	m_c18p_0566	m_c18p_0567	m_c18p_0568	m_c18p_0569	m_c18p_0570	m_c18p_0571
s00092						7302.0		2537720	52441.0	1466509.0		41337456	1130156.0	145334.0			3844.0		3072030.0	10301.0			226947.0	1066721	110019.0			816353		12732805	1864254.0	8986056		109822.0			1406.0		521183	2085.0			778540.0	248234.0		51386.0	30312.0	156673	835874.0		24014.0			5606960.0	37791.0				128384.0	7888.0			13741.0						20567	5028.0			516674.0		181151.0		25208.0		2118576.0			3327231.0			98705.0	46881.0		30612.0		2009257.0		7633.0			7015.0	16644.0		26523.0	2200.0	16998.0		29757.0	945070.0	277448.0	2212048	1140708.0			24594654.0							139807.0				15081.0	15138.0			24152.0		371544.0	71383			54648.0	25797304.0	81004480.0	7543.0				169817.0					136249.0	21836.0								503216.0							11040045		12902.0	70913.0	2265.0		50244.0	4495.0			99547	0.0	35231			34584.0					115410.0		27966.0			6601	28585.0							10867.0				105954.0		11957.0	52933.0	6741.0							43936.0	56287.0	32101.0			19157.0	2447.0				34199.0	33479.0	763680.0							1462.0		0.0			85609.0	0.0	609.0		8904.0	85521.0			5879.0			23223.0			67568.0					340466.0				13317.0					1170.0		376.0		61922	2366.0	425134.0					81265		463518	970240	716169.0	433500.0	1519863	1397047.0	247263	2679595	1557022	228751	79148.0		39610.0	588.0	40693.0	25616.0
s00009						10355.0		8671	2455146.0	1637344.0		47081300	30826.0	267787.0			31162.0		24440680.0	33713.0			192158.0	27918	126873.0			1177342		24472	106035.0	7062858		20679.0			2129.0		20159	10541.0			801037.0	6980.0		16060.0	33489.0	37446	726006.0		15746.0			7364356.0	13625.0				8959.0	3716.0			10987.0						35461	5509.0			301613.0		44323.0		8242.0		347561.0			1770072.0			76326.0	45623.0		40273.0		1656226.0		125448.0			6180.0	13717.0		24292.0	5422.0	18985.0		23017.0	725650.0	25073.0	2240894	1216.0			23759178.0							10194.0				19367.0	20456.0			22625.0		299175.0	272615			65812.0	21956480.0	79830312.0	5376.0				178750.0					121961.0	12901.0								83943.0							11240934		15510.0	0.0	2961.0		106506.0	4013.0			11063	253.0	31811			55063.0					144877.0		24843.0			3269	50501.0							11317.0				127570.0		13300.0	59077.0	3567.0							46470.0	12292.0	39897.0			60940.0	68693.0				30418.0	39129.0	763677.0							2965403.0		279759.0			4016.0	19838.0	296537.0		19041.0	2580.0			23173.0			25916.0			88212.0					348137.0				1838.0					1880.0		0.0		38353	39184.0	510565.0					83040		501802	1110821	627457.0	483055.0	1556253	1509805.0	277169	2875476	1614242	301858	72311.0		43232.0	1109925.0	45342.0	24737.0
s00032						140.0		0	3337.0	8072.0		384532	31401.0	122.0			0.0		361965.0	0.0			109.0	1374	0.0			9571		12932	6943.0	5243		127752.0			120.0		8057	115.0			0.0	535.0		1137.0	164.0	2862	4266.0		0.0			235488.0	9374.0				1393.0	2440.0			3687.0						1138	136.0			420.0		447.0		621.0		2649.0			232.0			1722.0	1932.0		224.0		648.0		768.0			134.0	103.0		1768.0	2414.0	2791.0		564.0	140.0	121.0	795	0.0			4246.0							988.0				1129.0	677.0			0.0		109.0	1189			10517.0	9278.0	20466.0	0.0				13027.0					1254.0	402.0								0.0							1048		353.0	1343.0	155.0		790.0	725.0			0	340.0	0			119.0					0.0		0.0			0	120.0							497.0				140.0		0.0	164.0	114.0							727.0	0.0	0.0			0.0	0.0				107.0	14107.0	0.0							0.0		0.0			0.0	0.0	0.0		25098.0	0.0			0.0			0.0			350.0					0.0				0.0					0.0		0.0		0	0.0	1292399.0					0		119	784	1532.0	3499.0	6393	168.0	4532	362	0	208	0.0		0.0	344741.0	131.0	0.0
s00057						7092.0		41025	117016.0	1201916.0		40684852	81396.0	158334.0			4583.0		21725062.0	15724.0			1564.0	500799	122785.0			226716		11338788	302086.0	17334538		74044.0			12882.0		274077	8836.0			3282.0	139610.0		29809.0	30318.0	425757	379333.0		15905.0			5289750.0	14239.0				100718.0	6791.0			7038.0						22754	12667.0			886692.0		78743.0		25408.0		673480.0			6426692.0			94359.0	53420.0		54486.0		1828798.0		17827.0			4239.0	14551.0		25592.0	4209.0	15410.0		18964.0	632508.0	797778.0	2096647	16156.0			23889044.0							165749.0				21024.0	18683.0			13647.0		226938.0	81292			69748.0	22942378.0	81807968.0	7812.0				123564.0					116375.0	20676.0								445934.0							10367781		15894.0	168.0	4992.0		50226.0	2810.0			24214	95983.0	31613			65186.0					119791.0		23167.0			10072	47531.0							9499.0				102761.0		13907.0	30481.0	8251.0							59507.0	10269.0	25385.0			24663.0	10610.0				42173.0	33168.0	470167.0							182214.0		38050.0			120271.0	0.0	128371.0		15647.0	81211.0			24069.0			17203.0			54009.0					151739.0				35685.0					2591.0		0.0		26437	5796.0	428117.0					67160		511179	1015069	656244.0	509228.0	1600548	1554736.0	299760	3438218	1788621	353252	79085.0		42423.0	130316.0	42457.0	27581.0
s00042						4989.0		42187	217153.0	995080.0		34370432	431480.0	103851.0			10577.0		3158322.0	23894.0			1046.0	432114	115138.0			545605		19211566	145746.0	8649201		83380.0			12382.0		242335	8457.0			106580.0	100788.0		28882.0	37436.0	459826	302288.0		14584.0			2975670.0	9983.0				21450.0	11720.0			8465.0						27854	13204.0			332553.0		54164.0		16433.0		38921.0			6644136.0			85201.0	35381.0		45622.0		1795055.0		4544.0			4736.0	16128.0		22581.0	4023.0	15275.0		11354.0	371581.0	776078.0	1908398	14558.0			21210780.0							146458.0				15950.0	16400.0			16647.0		237270.0	115972			67675.0	19438134.0	73465616.0	12915.0				107309.0					106624.0	25756.0								52068.0							7862294		4954.0	0.0	4089.0		51381.0	6863.0			16406	62731.0	36392			39108.0					113859.0		28645.0			61403	41700.0							9451.0				98761.0		11820.0	28662.0	10540.0							41435.0	13428.0	26710.0			7771.0	522.0				38017.0	33872.0	408333.0							4765.0		0.0			84367.0	0.0	457.0		19043.0	68362.0			14184.0			21792.0			59693.0					317420.0				32663.0					4813.0		0.0		22814	1450.0	481595.0					75768		543628	1112504	873622.0	507100.0	1704297	1574178.0	282651	3126270	1682741	334684	77341.0		38051.0	183004.0	44792.0	30111.0
s00110						7856.0		3211744	3603282.0	215660.0		45474040	74326.0	223859.0			7946.0		34691232.0	18425.0			160816.0	31791	127122.0			2022948		8089235	105364.0	38700		23372.0			649.0		270305	2727.0			731106.0	3183.0		56472.0	36286.0	7582	852129.0		26170.0			5000156.0	21580.0				10802.0	2098852.0			11618.0						19395	5075.0			503649.0		102960.0		5063.0		5913.0			1227255.0			106563.0	36729.0		41291.0		1917600.0		2854.0			5659.0	16753.0		19057.0	11118.0	16950.0		27373.0	780398.0	40738.0	2080748	1331063.0			18135770.0							156742.0				29671.0	13658.0			23889.0		318788.0	90263			18831.0	77708.0	342734.0	291.0				157321.0					108770.0	16028.0								47126.0							44829		12897.0	152465.0	40761.0		41789.0	4145.0			48799	37481.0	36655			27956.0					122177.0		23082.0			620557	44241.0							13097.0				49034.0		14351.0	65420.0	1890.0							44698.0	1296.0	24262.0			57197.0	58909.0				58587.0	31647.0	663295.0							3214106.0		274948.0			4876.0	26769.0	157530.0		15918.0	24987.0			2918.0			20849.0			89078.0					488005.0				0.0					4831.0		0.0		30990	864.0	458855.0					87846		523620	1198128	1149166.0	523554.0	2385014	1602683.0	272486	2843519	1677661	304245	77538.0		42822.0	89062.0	40164.0	27317.0
s00068						12181.0		6568	2894711.0	1472412.0		46390728	44109.0	260117.0			26651.0		21532564.0	24052.0			170290.0	48524	125231.0			1455782		1134189	99821.0	9801939		7262.0			3716.0		15632	12275.0			983224.0	6902.0		31852.0	36333.0	107578	1266672.0		25733.0			1598364.0	1288.0				10965.0	2359.0			10480.0						139356	12471.0			438447.0		27729.0		9390.0		1929.0			5160684.0			82453.0	53715.0		44909.0		1784367.0		62220.0			8749.0	16282.0		22624.0	31631.0	19763.0		59383.0	604669.0	18213.0	2213529	2234.0			25109824.0							12452.0				32634.0	51898.0			37287.0		501566.0	67842			71578.0	22435370.0	81069984.0	6384.0				183288.0					168473.0	15845.0								92619.0							11084239		17067.0	330.0	3644.0		96815.0	3796.0			11773	135.0	40410			59924.0					96925.0		24613.0			2988	52917.0							11031.0				105540.0		12589.0	61256.0	4666.0							50893.0	21858.0	29816.0			13251.0	38.0				34255.0	35271.0	1117035.0							0.0		0.0			2921.0	0.0	0.0		13837.0	15126.0			4288.0			24991.0			93502.0					438852.0				1356.0					694.0		1183.0		50958	0.0	454734.0					135677		511925	1053765	752074.0	450697.0	1594591	1524599.0	272418	3035136	1657174	322154	79347.0		41914.0	162560.0	43580.0	24259.0
s00021						5989.0		2329507	83663.0	1597575.0		34191844	29656.0	9342.0			1790.0		2902270.0	13445.0			123959.0	850425	119150.0			580343		7361854	101983.0	4743567		99055.0			901.0		518913	1956.0			817944.0	209549.0		31886.0	33835.0	35951	548575.0		21589.0			5044244.0	29966.0				73644.0	287.0			7679.0						16323	7267.0			284283.0		224963.0		31439.0		6681.0			2346102.0			83915.0	32007.0		19500.0		1805414.0		4060.0			4450.0	16838.0		21011.0	1571.0	13120.0		473.0	821770.0	797501.0	2082162	994596.0			19781442.0							132536.0				12600.0	16194.0			20682.0		218876.0	80589			63857.0	20967132.0	71474992.0	5397.0				118144.0					109999.0	29197.0								38488.0							6427952		15220.0	49060.0	205.0		48526.0	3827.0			43094	156.0	33007			27515.0					45114.0		26960.0			2511	41750.0							9549.0				80466.0		10107.0	51753.0	9919.0							44529.0	34482.0	19145.0			53274.0	74149.0				40664.0	33446.0	850177.0							3378972.0		117699.0			97019.0	17203.0	267062.0		15968.0	88699.0			1948.0			24597.0			87379.0					405122.0				33751.0					0.0		336.0		9558	24714.0	477591.0					83152		501594	1067780	803781.0	450278.0	1561839	1420491.0	245350	2913284	1574848	344885	73422.0		39131.0	411377.0	42949.0	26034.0
s00071						11852.0		540224	52318.0	329569.0		43204688	25737.0	169308.0			1540.0		14226926.0	18272.0			203670.0	549661	119038.0			677075		7595055	112694.0	196742		104987.0			602.0		576952	3128.0			741909.0	137744.0		24607.0	33481.0	61804	200597.0		16985.0			721212.0	13480.0				7671.0	1936001.0			9144.0						20319	7239.0			305127.0		132351.0		19867.0		289704.0			1238160.0			90650.0	21272.0		46581.0		1936929.0		3032.0			4320.0	16207.0		23260.0	2674.0	7359.0		17365.0	967072.0	698168.0	2166393	1153603.0			24460880.0							152587.0				13730.0	14977.0			26446.0		282998.0	115654			43126.0	21953908.0	79785392.0	8009.0				125228.0					114094.0	23770.0								26765.0							9356191		9651.0	35551.0	4429.0		38897.0	3394.0			29034	290.0	33831			28534.0					135862.0		27245.0			4985	51590.0							10070.0				95809.0		10489.0	51453.0	7983.0							43749.0	18048.0	29518.0			116623.0	86767.0				35938.0	34292.0	280006.0							4198078.0		227266.0			94227.0	18367.0	391565.0		12708.0	74589.0			2865.0			21826.0			67744.0					353847.0				31797.0					70.0		411.0		52858	11741.0	424447.0					60494		516277	1031135	686219.0	468921.0	1533127	1443330.0	248797	2890512	1592765	297237	77499.0		41010.0	95844.0	41213.0	23717.0
s00008						10339.0		6951	2272504.0	1577503.0		46125688	31900.0	358329.0			36936.0		21629990.0	32340.0			194153.0	35740	129238.0			1702826		10713	105712.0	8610002		11367.0			2997.0		18001	11561.0			884688.0	5701.0		23683.0	36555.0	38926	1089137.0		23520.0			7988024.0	16145.0				8655.0	7121.0			11631.0						21036	9440.0			407408.0		51324.0		5218.0		264022.0			1734347.0			73474.0	30108.0		39335.0		1637296.0		74247.0			7720.0	15255.0		21066.0	5536.0	18381.0		26137.0	728859.0	29536.0	2290470	2241.0			24152022.0							12205.0				20695.0	19765.0			26386.0		323609.0	125108			53407.0	22067316.0	79221576.0	5703.0				185664.0					123789.0	9100.0								80224.0							11133459		19899.0	151.0	2965.0		81193.0	3842.0			14181	0.0	20600			51739.0					147908.0		26665.0			3426	53299.0							12382.0				59717.0		13018.0	58202.0	4570.0							45316.0	14062.0	40901.0			49013.0	70909.0				31737.0	38540.0	1118626.0							3546874.0		185258.0			3268.0	21057.0	321088.0		19835.0	1391.0			25553.0			18185.0			87003.0					463633.0				0.0					1133.0		0.0		36515	39867.0	496596.0					90484		513297	1094032	803561.0	460718.0	1610122	1537600.0	287733	2856114	1629533	316653	74534.0		41621.0	995525.0	34827.0	25811.0
s00041						10619.0		303846	32248.0	1615380.0		36256796	31166.0	53075.0			463.0		2176756.0	20175.0			208152.0	168587	112877.0			238037		6833945	97718.0	4790899		90724.0			1231.0		516368	1941.0			527563.0	97345.0		19976.0	35706.0	72028	123090.0		22393.0			319796.0	7837.0				1865.0	4102.0			8775.0						18989	7263.0			80319.0		84088.0		21438.0		6844.0			1058186.0			83036.0	18355.0		44146.0		1704029.0		2149.0			3924.0	17147.0		21631.0	3794.0	15261.0		0.0	750401.0	743906.0	2052584	1120631.0			22297114.0							133243.0				13177.0	15612.0			17852.0		207612.0	160311			67403.0	21307024.0	73701152.0	7007.0				112506.0					108324.0	28299.0								51867.0							8577687		5619.0	21492.0	2509.0		33158.0	2873.0			26346	104.0	34281			25816.0					150943.0		24656.0			5278	34976.0							9407.0				100262.0		10303.0	51212.0	8969.0							47833.0	12079.0	30602.0			59587.0	68458.0				35201.0	36167.0	173206.0							2344985.0		263030.0			87743.0	16557.0	61317.0		14910.0	73926.0			6909.0			25773.0			101855.0					403136.0				31443.0					0.0		323.0		42126	35035.0	536973.0					58594		491076	1075908	813745.0	473478.0	1591180	1473702.0	261279	2609138	1616143	329502	79933.0		40337.0	182354.0	37851.0	24179.0
s00107						0.0		574	4873.0	2217.0		211000	26302.0	128.0			0.0		103612.0	0.0			0.0	6277	0.0			6073		21967	7572.0	16971		97590.0			0.0		13914	263.0			0.0	83.0		857.0	421.0	1434	3256.0		793.0			422760.0	19876.0				2123.0	4115.0			10252.0						972	0.0			479.0		501.0		1881.0		6483.0			273.0			931.0	855.0		1072.0		908.0		1021.0			530.0	0.0		911.0	1205.0	1949.0		143.0	0.0	216.0	491	113.0			642.0							4874.0				1005.0	922.0			399.0		0.0	3683			8181.0	12445.0	13325.0	343.0				19214.0					481.0	0.0								0.0							522		0.0	864.0	102.0		402.0	107.0			0	326.0	214			0.0					0.0		0.0			1583	125.0							271.0				128.0		286.0	782.0	108.0							2369.0	0.0	381.0			0.0	232.0				0.0	11556.0	0.0							107.0		0.0			0.0	135.0	0.0		22929.0	0.0			0.0			0.0			168.0					0.0				0.0					0.0		0.0		0	0.0	1249583.0					0		0	489	626.0	6372.0	1015	0.0	2676	23	0	1366	0.0		0.0	113885.0	196.0	0.0
s00031						9640.0		28065	1391486.0	1605757.0		43701124	27610.0	69864.0			1525.0		3628255.0	17273.0			152061.0	25909	120372.0			608813		3612413	100281.0	7692138		51640.0			2355.0		240090	8967.0			413383.0	19332.0		33242.0	34167.0	97319	29268.0		23750.0			59955.0	6473.0				6557.0	9204.0			7344.0						99807	6752.0			324990.0		22762.0		16648.0		101855.0			4296592.0			83484.0	32111.0		34239.0		1846248.0		25806.0			3907.0	16075.0		21629.0	9691.0	20692.0		93.0	845183.0	435663.0	2197466	504558.0			23555646.0							71681.0				26242.0	17374.0			23069.0		93345.0	108537			33013.0	23856060.0	79319456.0	4224.0				149829.0					152511.0	22118.0								15766.0							9213735		1529.0	3999.0	1683.0		75405.0	1999.0			27668	703.0	36028			47963.0					75063.0		25861.0			1956	48166.0							9803.0				103090.0		12446.0	59883.0	5444.0							44805.0	3190.0	27336.0			33597.0	36086.0				36284.0	36211.0	35068.0							875783.0		93783.0			48271.0	10797.0	132291.0		18274.0	40427.0			4377.0			25682.0			88943.0					402706.0				16513.0					0.0		735.0		32153	11081.0	431991.0					25457		480715	986053	523453.0	449567.0	1461897	1393403.0	235186	2832456	1495731	289548	70595.0		35759.0	236262.0	40549.0	21670.0
s00098						6659.0		1413734	75223.0	1449464.0		44674976	2091390.0	111778.0			1920.0		3247037.0	12562.0			231716.0	624305	111954.0			505012		7476181	1893768.0	8923187		118505.0			1759.0		548442	2361.0			790978.0	172931.0		18789.0	30216.0	62697	754467.0		22813.0			2370195.0	22332.0				32575.0	6918.0			12586.0						18700	6383.0			425829.0		163125.0		18736.0		2813578.0			1370773.0			95558.0	42413.0		46907.0		1929254.0		4363.0			6548.0	17000.0		21100.0	2557.0	17159.0		26452.0	834231.0	203059.0	2235614	1142418.0			24168166.0							135726.0				15033.0	14297.0			22686.0		331715.0	80231			61505.0	22516306.0	79002448.0	9207.0				176493.0					99302.0	11589.0								150642.0							11066881		10672.0	57609.0	3162.0		57906.0	4836.0			177415	225.0	36755			25524.0					78577.0		22047.0			6398	31772.0							10939.0				106473.0		12619.0	53304.0	4601.0							41893.0	51721.0	26516.0			7408.0	1099.0				35492.0	40416.0	575626.0							0.0		317.0			58445.0	249.0	0.0		17263.0	87891.0			8688.0			23673.0			68017.0					335165.0				0.0					0.0		723.0		56536	791.0	457954.0					92654		530444	1082942	684049.0	460310.0	1589911	1471928.0	259402	2849111	1631580	264275	75377.0		43029.0	100246.0	44282.0	27676.0
s00059						3179.0		468541	37736.0	650238.0		38967144	28229.0	99244.0			1183.0		2792104.0	24847.0			215194.0	218257	120771.0			361875		6101506	109308.0	5816784		98150.0			945.0		497712	2510.0			673147.0	103828.0		18252.0	34114.0	139472	174443.0		22824.0			611205.0	12795.0				6001.0	1621074.0			11987.0						18860	6399.0			127891.0		95655.0		17474.0		554961.0			1708907.0			90517.0	22288.0		46261.0		1811017.0		2908.0			3939.0	15124.0		25530.0	3232.0	15235.0		0.0	1015141.0	934130.0	2228093	1146044.0			24125524.0							155629.0				15227.0	14562.0			15202.0		209982.0	80082			73626.0	23656742.0	78125480.0	5696.0				125215.0					113470.0	25336.0								24581.0							9526294		5521.0	28770.0	4819.0		41410.0	3541.0			26519	85.0	32041			27811.0					183104.0		27502.0			4208	42178.0							11330.0				114672.0		12279.0	50434.0	10673.0							45066.0	23869.0	36059.0			47038.0	59930.0				33317.0	40059.0	243988.0							2358117.0		64186.0			88147.0	18490.0	239631.0		11511.0	72849.0			386675.0			25746.0			96051.0					319038.0				35460.0					0.0		282.0		48336	39396.0	440914.0					55578		518145	1003070	262490.0	441255.0	1465767	1343400.0	234121	2799219	1531366	265061	79361.0		38131.0	131082.0	42060.0	21026.0
s00103						5887.0		3978030	50202.0	1287038.0		37585240	24031.0	243373.0			6434.0		1466476.0	13633.0			192862.0	1216789	105095.0			777352		10770301	1714939.0	9017994		111872.0			1062.0		496897	2225.0			881979.0	290298.0		21889.0	29302.0	275185	1178074.0		15604.0			12049769.0	42094.0				294275.0	5684.0			5180.0						17590	6982.0			553312.0		235001.0		15171.0		1067299.0			4477122.0			84100.0	54217.0		5296.0		1671553.0		14785.0			7794.0	17375.0		23568.0	1710.0	15934.0		32638.0	855569.0	785323.0	2003758	1013509.0			21588994.0							137832.0				13549.0	12904.0			17809.0		429831.0	76371			55585.0	21148128.0	75174672.0	2320.0				152416.0					149946.0	21201.0								1603624.0							8943487		30593.0	101423.0	1513.0		28516.0	5823.0			25109	106.0	30243			42847.0					106411.0		23617.0			7568	26611.0							13786.0				96306.0		11636.0	48028.0	8396.0							47316.0	101695.0	25849.0			16299.0	5746.0				32353.0	28554.0	1310362.0							32377.0		12771.0			100548.0	13267.0	15485.0		7403.0	76691.0			1872.0			18569.0			75435.0					415371.0				26648.0					0.0		0.0		58253	35055.0	482737.0					121762		525329	1048756	806610.0	455355.0	1596755	1486260.0	266622	2905535	1679910	259097	78596.0		40131.0	80302.0	32962.0	16803.0
s00075						13630.0		899927	417467.0	937491.0		43182336	33133.0	160969.0			6925.0		26598950.0	25999.0			199855.0	400238	118006.0			758363		5734870	105564.0	4884402		61852.0			1539.0		367009	6240.0			807792.0	128215.0		29878.0	31578.0	91478	431785.0		22700.0			1887035.0	9716.0				16072.0	955239.0			9762.0						64697	7199.0			107003.0		76217.0		17899.0		152791.0			3396792.0			86796.0	18663.0		47412.0		1922965.0		26903.0			4489.0	15374.0		25523.0	18126.0	19457.0		6851.0	854036.0	453976.0	2191546	685633.0			24843210.0							91306.0				20722.0	30286.0			23809.0		266020.0	90306			16176.0	22674932.0	80478408.0	7576.0				137262.0					128592.0	20667.0								27038.0							10375755		7149.0	49213.0	2938.0		57432.0	2875.0			23167	402.0	42321			41106.0					140091.0		25687.0			3927	48567.0							14415.0				100717.0		11900.0	54365.0	5586.0							48021.0	24616.0	31434.0			64103.0	46359.0				32645.0	31860.0	572365.0							1851679.0		167796.0			62647.0	5128.0	227491.0		19186.0	59846.0			4146.0			21398.0			99495.0					396185.0				25572.0					623.0		453.0		50794	6379.0	442472.0					64690		462241	1021633	626026.0	448200.0	1533767	1432212.0	258038	2637816	1547724	293734	76793.0		35067.0	103505.0	36825.0	23538.0
s00035						9284.0		1384118	2143636.0	1512400.0		51637148	1121070.0	118187.0			5191.0		38722732.0	15616.0			235070.0	23103	122045.0			1013137		7133261	231870.0	1822001		24294.0			1542.0		193034	2074.0			779561.0	4344.0		20052.0	331461.0	2815	543402.0		38252.0			6392140.0	28880.0				8165.0	213274.0			7248.0						17867	9298.0			499511.0		9549.0		2436.0		3470.0			2684071.0			85078.0	23100.0		43145.0		1856701.0		1890.0			43536.0	17474.0		22870.0	62642.0	20234.0		16161.0	627973.0	19353.0	2251200	847033.0			17951638.0							157460.0				149795.0	48379.0			21628.0		311773.0	51362			91503.0	20653778.0	84526272.0	9477.0				165992.0					171221.0	2948.0								48156.0							13513159		18289.0	85624.0	4770.0		80843.0	3710.0			27117	0.0	45568			125912.0					91905.0		23783.0			8546	96113.0							8932.0				91995.0		19518.0	54068.0	1598.0							49340.0	486.0	25940.0			14079.0	1155.0				9278.0	35957.0	725130.0							2737.0		2114.0			3484.0	531.0	275.0		23229.0	4793.0			433.0			22525.0			91780.0					463209.0				0.0					0.0		35211.0		37831	527.0	918819.0					87400		507648	1152837	808666.0	397671.0	1546616	1594817.0	287748	2766094	1645384	310798	73044.0		38123.0	336085.0	46727.0	34076.0
