	m_c18n_0000	m_c18n_0001	m_c18n_0003	m_c18n_0006	m_c18n_0008	m_c18n_0009	m_c18n_0010	m_c18n_0011	m_c18n_0013	m_c18n_0016	m_c18n_0017	m_c18n_0018	m_c18n_0019	m_c18n_0020	m_c18n_0021	m_c18n_0022	m_c18n_0023	m_c18n_0024	m_c18n_0025	m_c18n_0026	m_c18n_0027	m_c18n_0028	m_c18n_0029	m_c18n_0030	m_c18n_0031	m_c18n_0035	m_c18n_0037	m_c18n_0039	m_c18n_0041	m_c18n_0042	m_c18n_0043	m_c18n_0048	m_c18n_0049	m_c18n_0050	m_c18n_0051	m_c18n_0052	m_c18n_0053	m_c18n_0054	m_c18n_0055	m_c18n_0056	m_c18n_0058	m_c18n_0059	m_c18n_0060	m_c18n_0061	m_c18n_0062	m_c18n_0063	m_c18n_0064	m_c18n_0065	m_c18n_0066	m_c18n_0067	m_c18n_0068	m_c18n_0071	m_c18n_0072	m_c18n_0073	m_c18n_0074	m_c18n_0077	m_c18n_0080	m_c18n_0082	m_c18n_0084	m_c18n_0086	m_c18n_0087	m_c18n_0088	m_c18n_0093	m_c18n_0094	m_c18n_0097	m_c18n_0098	m_c18n_0099	m_c18n_0100	m_c18n_0101	m_c18n_0103	m_c18n_0104	m_c18n_0105	m_c18n_0107	m_c18n_0108	m_c18n_0109	m_c18n_0110	m_c18n_0112	m_c18n_0113	m_c18n_0114	m_c18n_0116	m_c18n_0117	m_c18n_0122	m_c18n_0127	m_c18n_0128	m_c18n_0129	m_c18n_0130	m_c18n_0132	m_c18n_0133	m_c18n_0135	m_c18n_0136	m_c18n_0139	m_c18n_0140	m_c18n_0141	m_c18n_0145	m_c18n_0148	m_c18n_0150	m_c18n_0152	m_c18n_0158	m_c18n_0159	m_c18n_0160	m_c18n_0161	m_c18n_0162	m_c18n_0164	m_c18n_0166	m_c18n_0167	m_c18n_0168	m_c18n_0171	m_c18n_0172	m_c18n_0175	m_c18n_0176	m_c18n_0177	m_c18n_0179	m_c18n_0181	m_c18n_0182	m_c18n_0189	m_c18n_0196	m_c18n_0198	m_c18n_0200	m_c18n_0205	m_c18n_0206	m_c18n_0213	m_c18n_0214	m_c18n_0215	m_c18n_0218	m_c18n_0219	m_c18n_0221	m_c18n_0224	m_c18n_0226	m_c18n_0231	m_c18n_0233	m_c18n_0234	m_c18n_0237	m_c18n_0238	m_c18n_0242	m_c18n_0248	m_c18n_0250	m_c18n_0251	m_c18n_0256	m_c18n_0258	m_c18n_0259	m_c18n_0262	m_c18n_0263	m_c18n_0265	m_c18n_0266	m_c18n_0267	m_c18n_0271	m_c18n_0273	m_c18n_0275	m_c18n_0278	m_c18n_0280	m_c18n_0282	m_c18n_0283	m_c18n_0284	m_c18n_0285	m_c18n_0286	m_c18n_0288	m_c18n_0291	m_c18n_0292	m_c18n_0294	m_c18n_0297	m_c18n_0298	m_c18n_0302	m_c18n_0303	m_c18n_0307	m_c18n_0309	m_c18n_0312	m_c18n_0313	m_c18n_0316	m_c18n_0317	m_c18n_0321	m_c18n_0323	m_c18n_0325	m_c18n_0328	m_c18n_0329	m_c18n_0330	m_c18n_0335	m_c18n_0337	m_c18n_0338	m_c18n_0340	m_c18n_0345	m_c18n_0347	m_c18n_0348	m_c18n_0351	m_c18n_0356	m_c18n_0357	m_c18n_0358	m_c18n_0360	m_c18n_0361	m_c18n_0362	m_c18n_0365	m_c18n_0366	m_c18n_0367	m_c18n_0373	m_c18n_0381	m_c18n_0382	m_c18n_0383	m_c18n_0385	m_c18n_0388	m_c18n_0390	m_c18n_0392	m_c18n_0398	m_c18n_0399	m_c18n_0400	m_c18n_0401	m_c18n_0402	m_c18n_0404	m_c18n_0413	m_c18n_0414	m_c18n_0415	m_c18n_0416	m_c18n_0418	m_c18n_0419	m_c18n_0420	m_c18n_0421	m_c18n_0422	m_c18n_0425	m_c18n_0428	m_c18n_0433	m_c18n_0435	m_c18n_0436	m_c18n_0438	m_c18n_0439	m_c18n_0440	m_c18n_0445	m_c18n_0449	m_c18n_0451	m_c18n_0452	m_c18n_0453	m_c18n_0455	m_c18n_0458	m_c18n_0466	m_c18n_0467	m_c18n_0469	m_c18n_0475	m_c18n_0476	m_c18n_0477	m_c18n_0479	m_c18n_0480	m_c18n_0482	m_c18n_0485	m_c18n_0486	m_c18n_0492	m_c18n_0493	m_c18n_0501	m_c18n_0502	m_c18n_0506	m_c18n_0517	m_c18n_0519	m_c18n_0521	m_c18n_0523	m_c18n_0524	m_c18n_0527	m_c18n_0528	m_c18n_0530	m_c18n_0543	m_c18n_0547	m_c18n_0551	m_c18n_0553	m_c18n_0556	m_c18n_0557	m_c18n_0558	m_c18n_0559	m_c18n_0560	m_c18n_0561	m_c18n_0562	m_c18n_0563	m_c18n_0564	m_c18n_0565	m_c18n_0566
s00197	28452.0	20313.0		2383077.0	21186.0	962678.0		141426.0		31181.0			2468143.0	11997.0	49963.0	2248322.0	1098813.0	23994874.0	737395.0	1242086.0	73101.0			9119.0	13093.0	1782733.0			229180.0	813034.0			120010.0	1332602.0	13578.0		25596.0		77233.0		12089.0			177766.0	38721.0	357176.0	1429539.0	83184.0		10816.0		64388.0	129660.0		154299.0	17416.0	314025.0	11218.0	179085.0	10141.0	13020.0			1852.0		19864.0		169954.0								426288.0	234534.0		18517.0		8680.0	27544.0			25784.0				57487.0		10294.0		198939.0			37051.0		16455.0		41239.0							62311.0	23085.0							11547.0				307840.0							10645.0	699429.0	126388.0				708275.0	9673067							13317.0		78064.0	6749.0		61447.0	190180.0			93868.0	58278.0		51254.0	133934.0			69346.0			2032.0	2892.0		7601.0					85559.0	25994.0		68669.0	2322.0	410.0	165701.0			17354.0			140524.0					9031.0	3650966		810.0		27490.0	321548.0	158.0			172588.0				19880.0	40366.0			157303.0		187.0			7149996.0	24182.0				4396.0	6829.0			0.0	100.0	5485.0	10992.0	125621.0		147.0		26394.0		0.0		7048.0	26186.0	227801.0		384.0	337393.0	297.0	9419.0								2238.0			13090.0					13811.0							5657.0	185323.0	287631.0	1193908	906387	538070	164403	2631252	3294944	10297170	7693362	131519.0
s00164	13280.0	17152.0		1192943.0	29848.0	367440.0		268735.0		0.0			2485474.0	31198.0	22541.0	2002018.0	697611.0	29577334.0	1138664.0	1239409.0	494587.0			13256.0	242749.0	858409.0			1197515.0	966788.0			142091.0	1139243.0	14328.0		43517.0		40821.0		17196.0			391250.0	42300.0	525498.0	5114607.0	68059.0		7536.0		46131.0	338973.0		130223.0	13938.0	100880.0	11855.0	157017.0	52665.0	15471.0			109078.0		40051.0		163604.0								183337.0	272561.0		1471.0		12445.0	25697.0			31390.0				56468.0		19748.0		63289.0			41912.0		18273.0		70426.0							5289.0	111541.0							68709.0				258949.0							11516.0	666847.0	27321.0				1886404.0	7200718							11912.0		55540.0	14437.0		41259.0	201911.0			76228.0	51828.0		11826.0	7576.0			96639.0			34363.0	0.0		7669.0					10318.0	26085.0		54971.0	64727.0	368.0	338547.0			24393.0			142699.0					11288.0	2761191		2966.0		181295.0	424389.0	7938.0			146520.0				20966.0	38455.0			257673.0		4627.0			8540255.0	41238.0				1366.0	4097.0			15911.0	18845.0	11622.0	58832.0	503352.0		10048.0		18715.0		992.0		6268.0	19015.0	285705.0		5865.0	296204.0	3369.0	1536.0								32813.0			9502.0					11572.0							4475.0	152544.0	197183.0	917730	707283	371131	58761	1969419	2656830	9356135	7641085	95380.0
s00195	26685.0	20431.0		2430307.0	15712.0	774643.0		120917.0		38941.0			2396732.0	11773.0	48932.0	2109520.0	1130300.0	31027870.0	726090.0	1129391.0	74276.0			9181.0	10412.0	2011742.0			211907.0	640396.0			119112.0	1234481.0	15094.0		9603.0		77837.0		11086.0			186344.0	33917.0	330168.0	1372856.0	85664.0		10496.0		57169.0	116807.0		133507.0	17117.0	304191.0	9057.0	176450.0	7618.0	14163.0			2824.0		41759.0		165512.0								412008.0	232210.0		19499.0		14308.0	28006.0			22320.0				50820.0		15847.0		164502.0			34749.0		16487.0		40717.0							64216.0	29006.0							8612.0				287154.0							10957.0	655324.0	121526.0				1712928.0	7393794							13228.0		76905.0	2172.0		57368.0	178960.0			82145.0	55055.0		57752.0	94599.0			75800.0			1812.0	1693.0		9175.0					80920.0	22116.0		84384.0	2388.0	470.0	166706.0			21299.0			145273.0					8024.0	3417927		413.0		27689.0	300654.0	151.0			183079.0				16330.0	34239.0			176405.0		0.0			8139340.0	20505.0				5049.0	8053.0			0.0	367.0	6054.0	11384.0	116827.0		0.0		20830.0		0.0		8388.0	21929.0	198084.0		579.0	339316.0	797.0	9210.0								88.0			11869.0					15738.0							7438.0	179773.0	271215.0	1156943	822042	498877	108105	2436984	3074783	9651011	7872654	116375.0
s00196	26862.0	22538.0		2416264.0	30695.0	918499.0		167007.0		0.0			2495136.0	9637.0	49284.0	2215607.0	1080329.0	24567868.0	733820.0	1152912.0	66856.0			9266.0	13382.0	1826746.0			230980.0	691258.0			121393.0	1288607.0	12451.0		7440.0		100176.0		11475.0			183875.0	37150.0	350045.0	1534210.0	81680.0		10074.0		57375.0	120863.0		146304.0	17536.0	316491.0	11383.0	170070.0	10083.0	11693.0			16324.0		39645.0		189852.0								429140.0	230626.0		23533.0		14173.0	27011.0			23705.0				57502.0		11100.0		168821.0			35590.0		17069.0		42205.0							59120.0	21881.0							9387.0				297230.0							13062.0	617851.0	126265.0				723235.0	7899766							11792.0		82773.0	9244.0		56753.0	187145.0			92218.0	61979.0		76090.0	125019.0			75583.0			2065.0	2110.0		7671.0					75049.0	25847.0		67628.0	1872.0	102.0	158081.0			19239.0			139505.0					10106.0	3570796		531.0		27970.0	315135.0	622.0			162084.0				17333.0	47088.0			175117.0		188.0			7380308.0	22109.0				3711.0	4162.0			117.0	123.0	5040.0	10319.0	122844.0		198.0		25447.0		343.0		9057.0	25148.0	208164.0		314.0	323198.0	145.0	8413.0								73.0			14370.0					13208.0							5718.0	173494.0	272137.0	1169858	837231	539520	134555	2519991	3273036	9565877	7752962	124474.0
s00130	139.0	24319.0		9910.0	36639.0	380014.0		34140.0		43560.0			7547.0	15945.0	11967.0	1877726.0	974057.0	27146648.0	567502.0	1525106.0	371650.0			14682.0	8374.0	1962.0			101753.0	2318342.0			54047.0	1266784.0	29647.0		7652.0		12143.0		11616.0			197412.0	48487.0	639023.0	82158.0	53124.0		472.0		38201.0	45115.0		19154.0	11869.0	4139.0	25306.0	6514.0	24432.0	11574.0			17787.0		44708.0		51125.0								12951.0	394487.0		859.0		4961.0	31176.0			16596.0				37593.0		30678.0		262204.0			34605.0		13549.0		81184.0							7690.0	6485.0							19025.0				324.0							4368.0	1658914.0	62971.0				1585577.0	6193522							11133.0		4563.0	7994.0		25524.0	162400.0			92525.0	12494.0		12010.0	21978.0			42462.0			29729.0	112.0		6244.0					631.0	19860.0		45833.0	1443.0	0.0	234979.0			22466.0			183026.0					5069.0	2789100		0.0		79398.0	297535.0	2467.0			209733.0				1158.0	31264.0			351832.0		72897.0			8350789.0	45111.0				3819.0	8270.0			158098.0	71449.0	4745.0	5942.0	294608.0		161019.0		26685.0		1094.0		12126.0	17179.0	1119.0		6314.0	296196.0	8605.0	0.0								144.0			7439.0					6492.0							4654.0	159380.0	234264.0	1009471	709787	455953	143136	1977706	2665621	9376495	7776372	97147.0
s00165	0.0	106.0		159.0	1530.0	10732.0		1969.0		277.0			567.0	854.0	113.0	50735.0	0.0	114866.0	0.0	48332.0	10750.0			0.0	22763.0	146.0			0.0	720.0			0.0	231.0	0.0		103.0		4133.0		0.0			109.0	400.0	0.0	4791.0	0.0		0.0		503.0	302.0		671.0	1064.0	18429.0	122.0	248.0	131.0	0.0			1684.0		0.0		1582.0								1426.0	7277.0		0.0		969.0	0.0			1002.0				445.0		135.0		432.0			312.0		0.0		0.0							0.0	0.0							0.0				616.0							0.0	10206.0	0.0				20450.0	23134							0.0		0.0	0.0		11504.0	366.0			110.0	0.0		204.0	144.0			0.0			0.0	0.0		0.0					874.0	0.0		140.0	0.0	0.0	0.0			326.0			0.0					0.0	100		0.0		0.0	0.0	152.0			0.0				139.0	127.0			174980.0		0.0			3695660.0	0.0				0.0	0.0			0.0	0.0	0.0	0.0	36599.0		0.0		0.0		0.0		7528.0	0.0	0.0		0.0	0.0	0.0	0.0								0.0			0.0					0.0							0.0	1048.0	113.0	14546	352	0	171	651	4846	53147	31658	608.0
s00175	556.0	12397.0		25410.0	19320.0	1479090.0		56050.0		26040.0			3312290.0	89003.0	18802.0	1730761.0	592327.0	28006530.0	3202942.0	1191038.0	86994.0			12575.0	18016.0	975480.0			1122773.0	225396.0			373244.0	610058.0	2311.0		4852.0		88921.0		14384.0			1215232.0	30438.0	619432.0	86176.0	138280.0		4878.0		52482.0	365646.0		91300.0	15020.0	4346.0	4943.0	271125.0	58894.0	17186.0			189827.0		36704.0		159021.0								352307.0	243453.0		6281.0		6406.0	30138.0			33924.0				25360.0		104545.0		739785.0			40431.0		16625.0		33331.0							3637.0	204499.0							49047.0				218985.0							10635.0	666490.0	48711.0				1519356.0	7167787							11723.0		48217.0	1888.0		207929.0	175933.0			74353.0	20740.0		62617.0	3146.0			81337.0			33514.0	182.0		6846.0					8133.0	33588.0		47741.0	170507.0	294.0	315591.0			14866.0			135622.0					16179.0	3166455		1571.0		145729.0	276565.0	19986.0			4566.0				25430.0	39041.0			193313.0		6138.0			7777228.0	7832.0				182.0	10.0			2666.0	9279.0	31597.0	140867.0	340170.0		28258.0		17134.0		2127.0		8908.0	13768.0	33474.0		5976.0	122926.0	1833.0	1827.0								401.0			6607.0					3628.0							6438.0	155045.0	250469.0	1098430	744596	357237	159682	2141846	2655532	9605955	7466220	112854.0
s00174	1755.0	15940.0		27198.0	15621.0	1465199.0		66408.0		37556.0			3498449.0	90726.0	20562.0	1890497.0	595563.0	23579380.0	1917871.0	1119688.0	99317.0			16592.0	18461.0	1137428.0			1005178.0	240452.0			194928.0	589757.0	1644.0		6722.0		87751.0		13768.0			664155.0	31563.0	684223.0	100552.0	135361.0		5199.0		54920.0	378513.0		92103.0	14370.0	4460.0	5325.0	268594.0	61082.0	13865.0			165473.0		39048.0		183237.0								362507.0	224406.0		5925.0		8392.0	29330.0			33155.0				72291.0		93959.0		740560.0			50937.0		18560.0		43297.0							4707.0	222058.0							46095.0				269842.0							14803.0	744939.0	24420.0				715969.0	9785653							11146.0		60175.0	0.0		273061.0	199531.0			64911.0	25878.0		66886.0	3818.0			72598.0			36008.0	349.0		8378.0					12015.0	36945.0		50974.0	195005.0	696.0	330863.0			15652.0			128252.0					22701.0	3542349		1297.0		186143.0	303850.0	23505.0			3035.0				34948.0	35677.0			185535.0		8236.0			7049428.0	4403.0				0.0	0.0			13812.0	19441.0	34039.0	141557.0	375209.0		54409.0		19943.0		2706.0		9368.0	18821.0	40238.0		5956.0	137728.0	416.0	1382.0								313.0			7272.0					5193.0							7741.0	162862.0	285945.0	1158610	852028	409308	160147	2578005	3136063	11017567	7975450	112760.0
s00147	124.0	33775.0		8100.0	34615.0	636737.0		125764.0		36133.0			63846.0	5746.0	14477.0	1770518.0	801656.0	23575786.0	3001286.0	6496439.0	497490.0			12338.0	7282.0	1598.0			210675.0	2081534.0			113114.0	743668.0	28382.0		103825.0		12718.0		12123.0			1038693.0	43981.0	604300.0	688447.0	27584.0		443.0		45047.0	827696.0		31980.0	14773.0	2661.0	12768.0	6023.0	11750.0	8478.0			64235.0		33482.0		59081.0								19054.0	287949.0		727.0		12526.0	26725.0			31963.0				49595.0		130590.0		154888.0			46578.0		17847.0		73496.0							2696.0	9310.0							57520.0				782.0							7339.0	1534283.0	49049.0				712840.0	9464329							12276.0		9603.0	58065.0		31195.0	272373.0			136646.0	10654.0		9188.0	7764.0			48915.0			34419.0	0.0		8553.0					3782.0	28226.0		27640.0	350.0	0.0	367823.0			21689.0			124768.0					6205.0	3220490		742.0		104382.0	334832.0	3651.0			264849.0				1362.0	34938.0			241141.0		0.0			6668628.0	82230.0				2220.0	8019.0			0.0	0.0	50421.0	6085.0	94420.0		513.0		18507.0		209.0		9283.0	23930.0	1435.0		5091.0	315589.0	6110.0	1590.0								686.0			8248.0					6443.0							5010.0	164762.0	260021.0	1127468	839538	535507	160419	2511416	3240505	9998894	7688290	122987.0
s00161	440.0	10706.0		16432.0	11798.0	492492.0		54853.0		48125.0			3115035.0	40632.0	33421.0	1534398.0	835406.0	23891864.0	2070215.0	1220179.0	80827.0			14486.0	13466.0	1015733.0			2544288.0	806207.0			423014.0	903618.0	15613.0		22711.0		15302.0		16982.0			590813.0	29018.0	493591.0	81731.0	101466.0		4388.0		47774.0	524908.0		172872.0	13977.0	4266.0	8686.0	250571.0	46147.0	12427.0			171269.0		33248.0		48336.0								286517.0	275014.0		6974.0		8760.0	30871.0			37976.0				45851.0		28085.0		46705.0			34099.0		14737.0		42894.0							3454.0	173803.0							8152.0				212514.0							11698.0	697219.0	34278.0				1259662.0	5443116							10306.0		55533.0	1738.0		27968.0	167504.0			68599.0	45071.0		15394.0	7114.0			158241.0			27181.0	0.0		7010.0					12970.0	28429.0		48636.0	116555.0	704.0	185153.0			20184.0			140936.0					13811.0	2602743		2247.0		347118.0	249684.0	12902.0			2823.0				28244.0	33181.0			218378.0		240.0			8039872.0	7928.0				422.0	236.0			0.0	154.0	22366.0	82455.0	591762.0		2303.0		16888.0		1864.0		10298.0	17516.0	277122.0		5196.0	232615.0	1380.0	2619.0								0.0			6681.0					5799.0							4757.0	156327.0	249421.0	1075673	733426	382060	85914	2109229	2683933	9467480	7545229	116077.0
s00131	23799.0	12249.0		1723670.0	1206.0	291870.0		28159.0		64718.0			1746591.0	5948.0	34279.0	1304258.0	50331.0	22263612.0	627648.0	750217.0	36398.0			12717.0	10159.0	1378047.0			181479.0	171132.0			246212.0	633219.0	1100.0		22226.0		14041.0		11883.0			196742.0	39750.0	469063.0	89079.0	179390.0		5981.0		38484.0	237140.0		72321.0	11577.0	278739.0	9908.0	280052.0	18385.0	11767.0			23998.0		34077.0		40801.0								336970.0	214172.0		24535.0		0.0	30506.0			17239.0				30080.0		17299.0		3500.0			25316.0		12396.0		21964.0							147996.0	218060.0							28770.0				195082.0							12672.0	416963.0	35243.0				1324500.0	5428886							7830.0		64854.0	174.0		27094.0	152739.0			75778.0	35281.0		9374.0	7823.0			67568.0			29939.0	22970.0		5564.0					31196.0	28842.0		89565.0	1492.0	1079.0	117688.0			17359.0			125668.0					6227.0	2463960		0.0		5195.0	221218.0	2078.0			134725.0				26770.0	28868.0			314401.0		49340.0			6910990.0	63743.0				4097.0	5779.0			138411.0	72960.0	4584.0	68125.0	148546.0		144328.0		27991.0		0.0		11603.0	17295.0	10403.0		5138.0	272768.0	66.0	2600.0								171.0			4235.0					9676.0							8315.0	159205.0	225435.0	980108	696839	361298	162375	1973379	2656904	8865611	7308034	100140.0
s00184	106.0	35709.0		7736.0	36541.0	903262.0		66177.0		31503.0			289871.0	16222.0	24955.0	2398258.0	1013510.0	24298520.0	1059103.0	1571055.0	553581.0			17533.0	17267.0	1538.0			131131.0	1836550.0			23532.0	1560529.0	14728.0		12413.0		43504.0		11187.0			295446.0	52058.0	774618.0	645938.0	30485.0		1015.0		58306.0	21400.0		17183.0	16012.0	4601.0	21194.0	8400.0	19124.0	12038.0			54102.0		38285.0		61288.0								25010.0	378689.0		5284.0		13256.0	28894.0			34313.0				51044.0		11469.0		2112.0			36288.0		18215.0		129973.0							9858.0	8895.0							75051.0				1177.0							6023.0	890272.0	43981.0				710877.0	8235651							12835.0		25924.0	16514.0		25303.0	252932.0			202900.0	16703.0		11180.0	19476.0			56800.0			17395.0	0.0		6813.0					1682.0	24610.0		56771.0	365.0	9064.0	328337.0			19888.0			177504.0					5887.0	3243473		250.0		106296.0	362264.0	1505.0			282932.0				508.0	34754.0			196643.0		127.0			7451558.0	82220.0				8670.0	7118.0			0.0	730.0	12768.0	8531.0	37461.0		493.0		12550.0		263.0		10677.0	23435.0	42595.0		6257.0	331931.0	9323.0	3357.0								2095.0			8670.0					13601.0							6286.0	157538.0	273721.0	1136894	882552	506185	142508	2588517	3217440	11011912	8087338	128623.0
s00141	23852.0	12830.0		2239713.0	1473.0	205659.0		27941.0		29892.0			1864942.0	5888.0	27329.0	1605850.0	46091.0	20173916.0	771294.0	771488.0	36578.0			15256.0	10477.0	1247720.0			198405.0	208203.0			38612.0	1176674.0	2934.0		21434.0		15773.0		10473.0			207564.0	44591.0	591421.0	102393.0	178783.0		8016.0		45475.0	229252.0		16455.0	16842.0	284123.0	9536.0	280651.0	23898.0	9159.0			15280.0		28137.0		51719.0								347803.0	216886.0		41737.0		0.0	27287.0			17889.0				36849.0		13811.0		4022.0			38251.0		18331.0		32886.0							79060.0	232132.0							33744.0				192482.0							15612.0	568941.0	10033.0				609980.0	3082238							11282.0		64958.0	1500.0		37930.0	165321.0			86915.0	50559.0		9031.0	9288.0			65743.0			31093.0	14590.0		9294.0					36438.0	30055.0		88037.0	1091.0	1021.0	124931.0			17127.0			141137.0					7954.0	2906088		386.0		12776.0	254787.0	1813.0			245837.0				33278.0	40439.0			262746.0		75025.0			7301904.0	76909.0				2103.0	6332.0			150861.0	71822.0	3493.0	71168.0	128347.0		153931.0		34658.0		0.0		10910.0	22909.0	14125.0		5207.0	306190.0	971.0	2078.0								72.0			6367.0					8385.0							7103.0	168526.0	255138.0	971416	819484	418687	168785	2524445	3243789	10469332	7765160	111011.0
s00187	29360.0	25598.0		2564946.0	15152.0	9172.0		19871.0		26606.0			1714008.0	6143.0	18118.0	1631284.0	949386.0	27849674.0	442692.0	1538965.0	27916.0			11301.0	309439.0	1036961.0			163870.0	1551574.0			291230.0	1065524.0	23776.0		27324.0		12458.0		22263.0			173589.0	36443.0	662344.0	76849.0	153881.0		6982.0		49417.0	290073.0		68675.0	13619.0	385652.0	10962.0	248905.0	58470.0	16070.0			41928.0		38792.0		52837.0								344722.0	282363.0		11213.0		41909.0	23215.0			26285.0				37644.0		26926.0		289375.0			45030.0		17131.0		50217.0							6528.0	179217.0							55578.0				248978.0							4131.0	722840.0	52872.0				1574092.0	6782652							10925.0		47761.0	8741.0		26806.0	162565.0			74286.0	51797.0		8889.0	4937.0			41593.0			30316.0	302.0		7236.0					11219.0	25763.0		96340.0	590.0	1044.0	143377.0			19148.0			156489.0					7037.0	2903032		154.0		12515.0	303443.0	2039.0			396138.0				24869.0	37285.0			172080.0		53478.0			7547386.0	83058.0				2906.0	7380.0			201695.0	149232.0	2417.0	66115.0	79750.0		258084.0		26124.0		154.0		8787.0	21310.0	321100.0		5841.0	305595.0	3416.0	4473.0								54.0			8809.0					7042.0							4041.0	155072.0	222435.0	961942	779741	374431	81144	2189154	2755386	9990948	7908628	120497.0
s00129	82.0	23857.0		8371.0	38497.0	393637.0		38830.0		43426.0			51144.0	13814.0	19812.0	1924729.0	974969.0	27284512.0	460967.0	1595085.0	393422.0			16533.0	7765.0	2938.0			79309.0	1713162.0			21326.0	901238.0	29870.0		12736.0		11641.0		11623.0			116156.0	45860.0	665521.0	79957.0	44821.0		310.0		38108.0	44401.0		18681.0	10860.0	2134.0	14663.0	10505.0	24892.0	14563.0			21322.0		15790.0		54282.0								12499.0	390518.0		859.0		6156.0	27088.0			16395.0				37496.0		27748.0		268210.0			20596.0		11271.0		87077.0							9337.0	7349.0							23927.0				763.0							3829.0	917413.0	71349.0				1578280.0	6263476							12341.0		3476.0	6837.0		27035.0	163939.0			96068.0	15224.0		10410.0	21102.0			43855.0			29713.0	0.0		5449.0					140.0	20346.0		40765.0	219.0	0.0	239027.0			16004.0			194909.0					5270.0	2836059		723.0		69714.0	305780.0	1640.0			229908.0				510.0	33457.0			349623.0		60797.0			7985170.0	49835.0				8617.0	6705.0			158565.0	70598.0	4555.0	6530.0	298234.0		155195.0		24302.0		1164.0		12867.0	16162.0	1429.0		5225.0	301769.0	7865.0	816.0								768.0			5960.0					6722.0							4134.0	148207.0	230615.0	1005442	728843	467934	157689	2206903	2712677	9674098	8122897	122429.0
s00160	25813.0	12938.0		2244532.0	26243.0	374136.0		21222.0		45845.0			1640657.0	5083.0	11163.0	1245810.0	811838.0	24699076.0	476719.0	1167367.0	21413.0			12251.0	9316.0	1024415.0			139785.0	1313762.0			25151.0	567989.0	23922.0		13691.0		10998.0		10981.0			162749.0	39169.0	304620.0	76345.0	172245.0		5402.0		44185.0	144772.0		77897.0	11248.0	344150.0	10340.0	259550.0	45375.0	14695.0			29600.0		25677.0		51230.0								297949.0	285634.0		3231.0		6512.0	24808.0			18068.0				46075.0		28147.0		3020.0			28532.0		15051.0		59542.0							5976.0	168937.0							2802.0				224864.0							4513.0	686008.0	46211.0				614610.0	6359240							8994.0		40313.0	10130.0		45014.0	145033.0			79364.0	30352.0		7255.0	4984.0			45063.0			30297.0	0.0		7402.0					8411.0	26130.0		76470.0	405.0	659.0	114672.0			19999.0			160447.0					6781.0	2609152		107.0		12559.0	231535.0	1801.0			442752.0				24600.0	37618.0			225990.0		39171.0			8092805.0	64537.0				1591.0	5802.0			169045.0	62085.0	1684.0	65086.0	198017.0		30213.0		26450.0		774.0		8875.0	18725.0	332943.0		3521.0	286716.0	7452.0	2007.0								93.0			7364.0					4991.0							2797.0	157037.0	218454.0	971443	688499	364481	96951	2123544	2658536	8848673	7685584	103539.0
s00169	900.0	19905.0		13736.0	41929.0	375307.0		55603.0		0.0			3359696.0	44221.0	17840.0	1851547.0	712522.0	32076394.0	1405215.0	1424277.0	88555.0			19441.0	11158.0	1599747.0			1921464.0	864696.0			137859.0	1384621.0	12085.0		8978.0		35261.0		17763.0			424041.0	76657.0	738771.0	174123.0	116515.0		5985.0		90428.0	359419.0		216120.0	17340.0	3121.0	6672.0	278656.0	37794.0	21567.0			208717.0		31633.0		103342.0								404160.0	268205.0		2795.0		1482.0	24597.0			60794.0				61823.0		68134.0		314437.0			70979.0		28213.0		91131.0							1976.0	290441.0							51019.0				293305.0							22999.0	773929.0	32715.0				2613340.0	10599245							17770.0		45397.0	14943.0		50017.0	262620.0			68441.0	38303.0		15018.0	3171.0			66425.0			37802.0	0.0		16830.0					16910.0	37378.0		24217.0	64976.0	1261.0	245435.0			28022.0			106154.0					35175.0	4202508		1447.0		273865.0	393650.0	8183.0			2730.0				34149.0	48439.0			230873.0		0.0			11019323.0	1971.0				379.0	310.0			1228.0	0.0	13394.0	36437.0	1323534.0		4740.0		14007.0		2059.0		10694.0	20064.0	785789.0		5239.0	314337.0	5143.0	2519.0								318.0			15669.0					8932.0							2543.0	119576.0	145775.0	678173	1211854	315608	32407	2180084	2970076	20516798	7684960	81836.0
